FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin,TYPE_HOSP
HENRY MAYO NEWHALL HOSPITAL,20184,2018,Private,0.055658534,Comparable
HERITAGE OAKS HOSPITAL,20184,2018,Private,0.301995565,Comparable
HI-DESERT MEDICAL CENTER,20184,2018,Private,0.175926249,Comparable
HIGHLAND HOSPITAL,20184,2018,Public,-0.231818842,Comparable
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20184,2018,Private,-0.015624019,Comparable
HOAG ORTHOPEDIC INSTITUTE,20184,2018,Private,0.252690853,Comparable
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20184,2018,Private,0.21327712,Comparable
HUNTINGTON BEACH HOSPITAL,20184,2018,Private,-0.066908767,Comparable
HUNTINGTON MEMORIAL HOSPITAL,20184,2018,Private,-0.014034012,Comparable
JEROLD PHELPS COMMUNITY HOSPITAL,20184,2018,Public,1,Comparable
JEWISH HOME,20184,2018,Private,0.290518532,Hospital-LTC Emphasis
JOHN C. FREMONT HEALTHCARE DISTRICT,20184,2018,Public,0.106380145,Comparable
JOHN F. KENNEDY MEMORIAL HOSPITAL,20184,2018,Private,-0.004184101,Comparable
JOHN MUIR BEHAVIORAL HEALTH CENTER,20184,2018,Private,-0.135156705,Comparable
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,20184,2018,Private,0.018196043,Comparable
JOHN MUIR MEDICAL CENTER - WALNUT CREEK,20184,2018,Private,0.093974925,Comparable
JOYCE EISENBERG KEEFER MEDICAL CENTER,20184,2018,Private,0.041437121,Hospital-LTC Emphasis
KAISER FOUNDATION HOSPITAL - ANTIOCH,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - DOWNEY,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - FONTANA,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - FREMONT,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - FRESNO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - LOS ANGELES,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - MANTECA,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - MORENO VALLEY,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - RIVERSIDE,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - ROSEVILLE,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SACRAMENTO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SAN DIEGO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SAN JOSE,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SAN RAFAEL,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SANTA CLARA,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SANTA ROSA,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SOUTH BAY,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - VACAVILLE,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - VALLEJO REHABILITATION CENTER,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,20184,2018,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION NORTHERN REGION,20184,2018,Private,0.098586399,Kaiser Foundation Health
KAISER FOUNDATION SOUTHERN REGION,20184,2018,Private,0.084973303,Kaiser Foundation Health
KAISER PERMANENTE SANTA CLARA - PHF,20184,2018,Private,#DIV/0!,Psychiatric Health Facilities
KAWEAH DELTA MEDICAL CENTER,20184,2018,Public,0.010214824,Comparable
KECK HOSPITAL OF USC,20184,2018,Private,0.100609219,Comparable
KEDREN COMMUNITY MENTAL HEALTH CENTER,20184,2018,Private,-0.114868304,Comparable
KENTFIELD HOSPITAL,20184,2018,Private,0.13708457,Comparable
KERN MEDICAL CENTER,20184,2018,Public,-0.372577687,Comparable
KERN VALLEY HOSPITAL DISTRICT,20184,2018,Public,-0.020558256,Comparable
KINDRED HOSPITAL - BALDWIN PARK,20184,2018,Private,0.251305945,Comparable
KINDRED HOSPITAL - BREA,20184,2018,Private,0.181203706,Comparable
KINDRED HOSPITAL - LA MIRADA,20184,2018,Private,0.197301141,Comparable
KINDRED HOSPITAL - LOS ANGELES,20184,2018,Private,0.272887247,Comparable
KINDRED HOSPITAL - ONTARIO,20184,2018,Private,0.279781699,Comparable
KINDRED HOSPITAL - RANCHO,20184,2018,Private,-0.003111027,Comparable
KINDRED HOSPITAL - RIVERSIDE,20184,2018,Private,0.057440408,Comparable
KINDRED HOSPITAL - SAN DIEGO,20184,2018,Private,0.217272875,Comparable
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,20184,2018,Private,0.270161936,Comparable
KINDRED HOSPITAL - SOUTH BAY,20184,2018,Private,0.220667011,Comparable
KINDRED HOSPITAL - WESTMINSTER,20184,2018,Private,0.065562707,Comparable
LA CASA - PHF,20184,2018,Private,0.001429806,Psychiatric Health Facilities
LA PALMA INTERCOMMUNITY HOSPITAL,20184,2018,Private,0.012366547,Comparable
LAC/HARBOR - UCLA MEDICAL CENTER,20184,2018,Public,0.291167019,Comparable
LAC/OLIVE VIEW - UCLA MEDICAL CENTER,20184,2018,Public,0.075246792,Comparable
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,20184,2018,Public,0.229771939,Comparable
LAC/USC MEDICAL CENTER,20184,2018,Public,0.198129194,Comparable
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,20184,2018,Public,-0.029753047,Hospital-LTC Emphasis
LAGUNA TREATMENT HOSPITAL,20184,2018,Private,0.358441333,Comparable
LAKEWOOD REGIONAL MEDICAL CENTER,20184,2018,Private,0.122673745,Comparable
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20184,2018,Private,-0.427649158,Comparable
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,20184,2018,Private,-0.21764428,Comparable
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,20184,2018,Private,-0.231907104,Comparable
LOMA LINDA UNIVERSITY MEDICAL CENTER,20184,2018,Private,-0.298972454,Comparable
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,20184,2018,Private,-0.035421881,Comparable
LOMPOC VALLEY MEDICAL CENTER,20184,2018,Public,0.036823655,Comparable
LOS ALAMITOS MEDICAL CENTER,20184,2018,Private,0.059430914,Comparable
LOS ANGELES COMMUNITY HOSPITAL,20184,2018,Private,0.328259209,Comparable
LOS ROBLES HOSPITAL AND MEDICAL CENTER,20184,2018,Private,0.312237401,Comparable
LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,20184,2018,Private,-0.084201307,Comparable
MAD RIVER COMMUNITY HOSPITAL,20184,2018,Private,0.026440545,Comparable
MADERA COMMUNITY HOSPITAL,20184,2018,Private,-0.027736136,Comparable
MAMMOTH HOSPITAL,20184,2018,Public,0.101790306,Comparable
MARIAN MEDICAL CENTER,20184,2018,Private,0.054980625,Comparable
MARIE GREEN PSYCHIATRIC CENTER - PHF,20184,2018,Public,0,Psychiatric Health Facilities
MARIN GENERAL HOSPITAL,20184,2018,Private,0.104178207,Comparable
MARK TWAIN MEDICAL CENTER,20184,2018,Private,-0.014569315,Comparable
MARSHALL MEDICAL CENTER,20184,2018,Private,-0.031319195,Comparable
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",20184,2018,Private,0.00487555,Comparable
MAYERS MEMORIAL HOSPITAL,20184,2018,Public,-0.068106378,Comparable
MEMORIAL HOSPITAL GARDENA,20184,2018,Private,0.080080525,Comparable
MEMORIAL HOSPITAL LOS BANOS,20184,2018,Private,0.101477473,Comparable
MEMORIAL HOSPITAL MODESTO,20184,2018,Private,0.07185605,Comparable
MEMORIALCARE LONG BEACH MEDICAL CENTER,20184,2018,Private,0.113303661,Comparable
MEMORIALCARE ORANGE COAST MEDICAL CENTER,20184,2018,Private,0.032476393,Comparable
MEMORIALCARE SADDLEBACK MEDICAL CENTER,20184,2018,Private,0.068824826,Comparable
MENDOCINO COAST DISTRICT HOSPITAL,20184,2018,Public,-0.046041347,Comparable
MENIFEE VALLEY MEDICAL CENTER,20184,2018,Public,-0.082344739,Comparable
MENLO PARK SURGICAL HOSPITAL,20184,2018,Private,0.250147727,Comparable
MERCY GENERAL HOSPITAL,20184,2018,Private,0.071941061,Comparable
MERCY HOSPITAL - BAKERSFIELD,20184,2018,Private,-0.026030372,Comparable
MERCY HOSPITAL - FOLSOM,20184,2018,Private,0.196548338,Comparable
MERCY MEDICAL CENTER - MERCED,20184,2018,Private,0.085390528,Comparable
MERCY MEDICAL CENTER - MT. SHASTA,20184,2018,Private,0.035616801,Comparable
MERCY MEDICAL CENTER - REDDING,20184,2018,Private,0.078870488,Comparable
MERCY SAN JUAN HOSPITAL,20184,2018,Private,0.011395396,Comparable
MERRITT PERALTA INSTITUTE CDRH,20184,2018,Private,0.68756286,Comparable
METHODIST HOSPITAL OF SACRAMENTO,20184,2018,Private,-0.019343969,Comparable
METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,20184,2018,Private,-0.051665105,Comparable
METROPOLITAN STATE HOSPITAL,20184,2018,Public,-0.000234745,State Hospitals
MILLS-PENINSULA MEDICAL CENTER,20184,2018,Private,0.035156911,Comparable
MIRACLE MILE MEDICAL CENTER,20184,2018,Private,-0.281074115,Comparable
MISSION COMMUNITY HOSPITAL - PANORAMA,20184,2018,Private,0.098642688,Comparable
MISSION HOSPITAL REGIONAL MEDICAL CENTER,20184,2018,Private,0.124277635,Comparable
MODOC MEDICAL CENTER,20184,2018,Public,-0.03502642,Comparable
MONROVIA MEMORIAL HOSPITAL,20184,2018,Private,0.235073691,Comparable
MONTCLAIR HOSPITAL MEDICAL CENTER,20184,2018,Private,0.151371578,Comparable
MONTEREY PARK HOSPITAL,20184,2018,Private,0.139922042,Comparable
MOTION PICTURE AND TELEVISION HOSPITAL,20184,2018,Private,-0.22207058,Comparable
MOUNTAINS COMMUNITY HOSPITAL,20184,2018,Public,0.160950471,Comparable
NAPA STATE HOSPITAL,20184,2018,Public,0.000110889,State Hospitals
NATIVIDAD MEDICAL CENTER,20184,2018,Public,0.109602846,Comparable
NEWPORT BAY HOSPITAL,20184,2018,Private,-0.021579754,Comparable
NORTH VALLEY BEHAVIORAL HEALTH - PHF,20184,2018,Private,0.082908058,Psychiatric Health Facilities
NORTHBAY MEDICAL CENTER,20184,2018,Private,0.07402907,Comparable
NORTHERN INYO HOSPITAL,20184,2018,Public,-0.011574783,Comparable
NORTHRIDGE HOSPITAL MEDICAL CENTER,20184,2018,Private,0.008252269,Comparable
NOVATO COMMUNITY HOSPITAL,20184,2018,Private,-0.540048566,Comparable
OAK VALLEY DISTRICT HOSPITAL,20184,2018,Public,0.156714918,Comparable
OCEAN VIEW - PHF,20184,2018,Private,0.201798922,Psychiatric Health Facilities
O'CONNOR HOSPITAL,20184,2018,Private,-0.21842358,Comparable
OJAI VALLEY COMMUNITY HOSPITAL,20184,2018,Private,-0.114280371,Comparable
OLYMPIA MEDICAL CENTER,20184,2018,Private,-0.009645641,Comparable
ORANGE COUNTY GLOBAL MEDICAL CENTER,20184,2018,Private,0.048378599,Comparable
ORCHARD HOSPITAL,20184,2018,Private,-0.005956231,Comparable
OROVILLE HOSPITAL,20184,2018,Private,0.008844453,Comparable
PACIFIC GROVE HOSPITAL,20184,2018,Private,0.243492434,Comparable
PACIFICA HOSPITAL OF THE VALLEY,20184,2018,Private,0.212245271,Comparable
PALMDALE REGIONAL MEDICAL CENTER,20184,2018,Private,0.210909401,Comparable
PALO VERDE HOSPITAL,20184,2018,Public,0.137525181,Comparable
PALOMAR HEALTH DOWNTOWN CAMPUS,20184,2018,Public,0.174551421,Comparable
PARADISE VALLEY HOSPITAL,20184,2018,Private,0.032005538,Comparable
PARKVIEW COMMUNITY HOSPITAL,20184,2018,Private,0.094846833,Comparable
PATIENTS' HOSPITAL OF REDDING,20184,2018,Private,0.201712008,Comparable
PATTON STATE HOSPITAL,20184,2018,Public,0.000272361,State Hospitals
PETALUMA VALLEY HOSPITAL,20184,2018,Private,0.159465253,Comparable
PIH HOSPITAL - DOWNEY,20184,2018,Private,-0.073205375,Comparable
PIONEERS MEMORIAL HEALTHCARE DISTRICT,20184,2018,Public,0.037593523,Comparable
PLACENTIA LINDA HOSPITAL,20184,2018,Private,0.128224523,Comparable
PLUMAS DISTRICT HOSPITAL,20184,2018,Public,0.082219091,Comparable
POMERADO HOSPITAL,20184,2018,Public,0.169712377,Comparable
POMONA VALLEY HOSPITAL MEDICAL CENTER,20184,2018,Private,0.045771979,Comparable
PORTERVILLE STATE HOSPITAL,20184,2018,Public,0.083056223,State Hospitals
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20184,2018,Private,0.040401611,Comparable
PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,20184,2018,Private,0.083326216,Comparable
PROVIDENCE HOLY CROSS MEDICAL CENTER,20184,2018,Private,0.210081598,Comparable
PROVIDENCE LITTLE COMPANY OF MARY MEDICAK CENTER - SAN PEDRO,20184,2018,Private,0.061565716,Comparable
PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER - TORRANCE,20184,2018,Private,0.10894471,Comparable
PROVIDENCE ST. JOHN'S HEALTH CENTER,20184,2018,Private,-0.029014895,Comparable
PROVIDENCE ST. JOSEPH MEDICAL CENTER,20184,2018,Private,0.106656278,Comparable
PROVIDENCE TARZANA MEDICAL CENTER,20184,2018,Private,-0.04283067,Comparable
QUEEN OF THE VALLEY HOSPITAL,20184,2018,Private,0.084566223,Comparable
RADY CHILDREN'S HOSPITAL - SAN DIEGO,20184,2018,Private,0.07709226,Comparable
REDLANDS COMMUNITY HOSPITAL,20184,2018,Private,0.14656288,Comparable
REDWOOD MEMORIAL HOSPITAL,20184,2018,Private,0.077310774,Comparable
REGIONAL MEDICAL CENTER OF SAN JOSE,20184,2018,Private,-0.113801923,Comparable
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,20184,2018,Private,-0.045626566,Comparable
RESTPADD - PHF,20184,2018,Private,0.022258444,Psychiatric Health Facilities
RESTPADD RED BLUFF - PHF,20184,2018,Private,0.050897556,Psychiatric Health Facilities
RIDGECREST REGIONAL HOSPITAL,20184,2018,Private,0.007014892,Comparable
RIVERSIDE COMMUNITY HOSPITAL,20184,2018,Private,0.327941247,Comparable
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,20184,2018,Public,0.154163129,Comparable
RONALD REAGAN UCLA MEDICAL CENTER,20184,2018,Private,0.05886135,Comparable
SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,20184,2018,Public,-1.605383573,Psychiatric Health Facilities
SALINAS VALLEY MEMORIAL HOSPITAL,20184,2018,Public,0.175160065,Comparable
SAN ANTONIO REGIONAL HOSPITAL,20184,2018,Private,-0.066036797,Comparable
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20184,2018,Public,0.003498029,Hospital-LTC Emphasis
SAN DIMAS COMMUNITY HOSPITAL,20184,2018,Private,0.080628807,Comparable
SAN GABRIEL VALLEY MEDICAL CENTER,20184,2018,Private,-0.02174134,Comparable
SAN GORGONIO MEMORIAL HOSPITAL,20184,2018,Public,0.281683368,Comparable
SAN JOAQUIN - PHF,20184,2018,Public,0,Psychiatric Health Facilities
SAN JOAQUIN GENERAL HOSPITAL,20184,2018,Public,-0.054706709,Comparable
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,20184,2018,Private,0.298425775,Comparable
SAN JOSE BEHAVIORAL HEALTH,20184,2018,Private,1.000047353,Comparable
SAN LEANDRO HOSPITAL,20184,2018,Public,0.106505571,Comparable
SAN LUIS OBISPO COUNTY - PHF,20184,2018,Public,-0.443988307,Psychiatric Health Facilities
SAN MATEO MEDICAL CENTER,20184,2018,Public,0.022698976,Comparable
SAN RAMON REGIONAL MEDICAL CENTER,20184,2018,Private,0.067580866,Comparable
SANTA BARBARA - PHF,20184,2018,Public,-0.293612917,Psychiatric Health Facilities
SANTA BARBARA COTTAGE HOSPITAL,20184,2018,Private,0.054904577,Comparable
SANTA CLARA VALLEY MEDICAL CENTER,20184,2018,Public,-0.121184868,Comparable
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC,20184,2018,Private,0.01189783,Comparable
SANTA ROSA MEMORIAL HOSPITAL,20184,2018,Private,0.108645782,Comparable
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20184,2018,Private,0.162076263,Comparable
SCRIPPS GREEN HOSPITAL,20184,2018,Private,0.16276705,Comparable
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20184,2018,Private,0.099506802,Comparable
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20184,2018,Private,0.178124304,Comparable
SCRIPPS MERCY HOSPITAL,20184,2018,Private,0.098642915,Comparable
SEMPERVIRENS - PHF,20184,2018,Public,0.080608608,Psychiatric Health Facilities
SENECA HEALTHCARE DISTRICT,20184,2018,Public,0.0879621,Comparable
SEQUOIA HOSPITAL,20184,2018,Private,0.005068785,Comparable
SETON MEDICAL CENTER,20184,2018,Private,-0.232202465,Comparable
SHARP CHULA VISTA MEDICAL CENTER,20184,2018,Private,-0.060116928,Comparable
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,20184,2018,Private,0.013490661,Comparable
SHARP GROSSMONT HOSPITAL,20184,2018,Private,-0.018529198,Comparable
SHARP MCDONALD CENTER,20184,2018,Private,0.180521135,Comparable
SHARP MEMORIAL HOSPITAL,20184,2018,Private,0.128527583,Comparable
SHARP MESA VISTA HOSPITAL,20184,2018,Private,-0.091468375,Comparable
SHASTA REGIONAL MEDICAL CENTER,20184,2018,Private,0.074093281,Comparable
SHERMAN OAKS HOSPITAL,20184,2018,Private,0.080237826,Comparable
SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,20184,2018,Private,-1.349397474,Shriners Hospitals
SIERRA NEVADA MEMORIAL HOSPITAL,20184,2018,Private,0.018388743,Comparable
SIERRA VIEW MEDICAL CENTER,20184,2018,Public,0.017393812,Comparable
SIERRA VISTA HOSPITAL,20184,2018,Private,0.328267222,Comparable
SIERRA VISTA REGIONAL MEDICAL CENTER,20184,2018,Private,0.128778256,Comparable
SILVER LAKE MEDICAL CENTER,20184,2018,Private,-0.089834589,Comparable
SONOMA DEVELOPMENTAL CENTER,20184,2018,Public,3.257129662,State Hospitals
SONOMA SPECIALTY HOSPITAL,20184,2018,Public,-0.410365876,Comparable
SONOMA VALLEY HOSPITAL,20184,2018,Public,0.015828183,Comparable
SOUTH COAST GLOBAL MEDICAL CENTER,20184,2018,Private,-0.107832535,Comparable
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,20184,2018,Private,0.156555176,Comparable
SOUTHERN INYO HOSPITAL,20184,2018,Public,-0.044710953,Comparable
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,20184,2018,Private,0.073011408,Comparable
ST. AGNES MEDICAL CENTER,20184,2018,Private,0.015517344,Comparable
ST. BERNARDINE MEDICAL CENTER,20184,2018,Private,-0.119012387,Comparable
ST. ELIZABETH COMMUNITY HOSPITAL,20184,2018,Private,0.079946928,Comparable
ST. FRANCIS MEDICAL CENTER,20184,2018,Private,0.021893908,Comparable
ST. FRANCIS MEMORIAL HOSPITAL,20184,2018,Private,-0.037685713,Comparable
ST. JOHN'S PLEASANT VALLEY HOSPITAL,20184,2018,Private,-0.039606064,Comparable
ST. JOHN'S REGIONAL MEDICAL CENTER,20184,2018,Private,0.009613395,Comparable
ST. JOSEPH HOSPITAL - EUREKA,20184,2018,Private,0.104775453,Comparable
ST. JOSEPH HOSPITAL - ORANGE,20184,2018,Private,0.018861374,Comparable
ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,20184,2018,Private,-0.190677389,Comparable
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,20184,2018,Private,0.098301091,Comparable
ST. JUDE MEDICAL CENTER,20184,2018,Private,0.084694317,Comparable
ST. LOUISE REGIONAL HOSPITAL,20184,2018,Private,-0.162385397,Comparable
ST. MARY MEDICAL CENTER - APPLE VALLEY,20184,2018,Private,0.013264453,Comparable
ST. MARY MEDICAL CENTER - LONG BEACH,20184,2018,Private,-0.046907111,Comparable
ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,20184,2018,Private,-0.151871881,Comparable
ST. ROSE HOSPITAL,20184,2018,Private,-0.02601322,Comparable
ST. VINCENT MEDICAL CENTER,20184,2018,Private,-0.309433442,Comparable
STANFORD UNIVERSITY HOSPITAL,20184,2018,Private,0.140043341,Comparable
STANISLAUS SURGICAL HOSPITAL,20184,2018,Private,0.162480016,Comparable
STAR VIEW ADOLESCENT - PHF,20184,2018,Private,0.554611053,Psychiatric Health Facilities
SURPRISE VALLEY COMMUNITY HOSPITAL,20184,2018,Public,-0.32623121,Comparable
SUTTER - YUBA - PHF,20184,2018,Public,-0.078558849,Psychiatric Health Facilities
SUTTER AMADOR HOSPITAL,20184,2018,Private,0.027332225,Comparable
SUTTER AUBURN FAITH HOSPITAL,20184,2018,Private,0.02664589,Comparable
SUTTER CENTER FOR PSYCHIATRY,20184,2018,Private,-0.064383743,Comparable
SUTTER COAST HOSPITAL,20184,2018,Private,0.058307948,Comparable
SUTTER DAVIS HOSPITAL,20184,2018,Private,0.080560394,Comparable
SUTTER DELTA MEDICAL CENTER,20184,2018,Private,-0.089218972,Comparable
SUTTER LAKESIDE HOSPITAL,20184,2018,Private,-0.23744893,Comparable
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,20184,2018,Private,0.124221217,Comparable
SUTTER MEDICAL CENTER - ROSEVILLE,20184,2018,Private,0.182237946,Comparable
SUTTER MEDICAL CENTER - SACRAMENTO,20184,2018,Private,0.035781881,Comparable
SUTTER MEDICAL CENTER - SOLANO,20184,2018,Private,-0.124465353,Comparable
SUTTER SANTA ROSA REGIONAL HOSPITAL,20184,2018,Private,-0.12908912,Comparable
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,20184,2018,Private,-0.017696388,Comparable
SUTTER TRACY COMMUNITY HOSPITAL,20184,2018,Private,0.076264587,Comparable
TAHOE FOREST HOSPITAL,20184,2018,Public,-0.061735728,Comparable
TARZANA TREATMENT CENTER,20184,2018,Private,0.378532635,Comparable
TELECARE HERITAGE - PHF,20184,2018,Private,0.09056118,Psychiatric Health Facilities
TELECARE PLACER COUNTY - PHF,20184,2018,Private,0.093113993,Psychiatric Health Facilities
TELECARE RIVERSIDE COUNTY - PHF,20184,2018,Private,0.059115459,Psychiatric Health Facilities
TELECARE SANTA CRUZ - PHF,20184,2018,Private,0.421948892,Psychiatric Health Facilities
TELECARE STANISLAUS COUNTY - PHF,20184,2018,Private,0.036577709,Psychiatric Health Facilities
TELECARE WILLOW ROCK CENTER - PHF,20184,2018,Private,0.005923902,Psychiatric Health Facilities
TEMECULA VALLEY HOSPITAL,20184,2018,Private,0.024617427,Comparable
THE BETTY FORD CENTER,20184,2018,Private,0.313770161,Comparable
TOM REDGATE MEMORIAL RECOVERY CENTER,20184,2018,Private,0.15883086,Comparable
TORRANCE MEMORIAL MEDICAL CENTER,20184,2018,Private,0.005554319,Comparable
TOTALLY KIDS REHABILITATION HOSPITAL,20184,2018,Private,0.053844998,Comparable
TRI-CITY MEDICAL CENTER,20184,2018,Public,-0.003736786,Comparable
TRINITY HOSPITAL,20184,2018,Public,0.087738027,Comparable
TULARE REGIONAL MEDICAL CENTER,20184,2018,Public,-5.481592458,Comparable
TWIN CITIES COMMUNITY HOSPITAL,20184,2018,Private,0.166486426,Comparable
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,20184,2018,Private,0.009122041,Comparable
UCSF MEDICAL CENTER,20184,2018,Private,0.038368185,Comparable
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,20184,2018,Private,0.01089218,Comparable
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,20184,2018,Private,0.12844158,Comparable
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,20184,2018,Private,0.16827068,Comparable
USC KENNETH NORRIS JR. CANCER HOSPITAL,20184,2018,Private,0.185168049,Comparable
USC VERDUGO HILLS HOSPITAL,20184,2018,Private,-0.035241733,Comparable
VALLEY CHILDREN'S HOSPITAL,20184,2018,Private,0.057399518,Comparable
VALLEY PRESBYTERIAN HOSPITAL,20184,2018,Private,0.048859868,Comparable
VALLEYCARE MEDICAL CENTER,20184,2018,Private,-0.137880362,Comparable
VENTURA COUNTY MEDICAL CENTER,20184,2018,Public,0.529669504,Comparable
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,20184,2018,Private,0.258041849,Comparable
VIBRA HOSPITAL OF SACRAMENTO,20184,2018,Private,0.238928443,Comparable
VIBRA HOSPITAL OF SAN DIEGO,20184,2018,Private,0.175311399,Comparable
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,20184,2018,Private,-0.297115448,Comparable
VICTOR VALLEY GLOBAL MEDICAL CENTER,20184,2018,Private,-0.244510637,Comparable
WASHINGTON HOSPITAL - FREMONT,20184,2018,Public,0.071797209,Comparable
WATSONVILLE COMMUNITY HOSPITAL,20184,2018,Private,0.067691257,Comparable
WEST ANAHEIM MEDICAL CENTER,20184,2018,Private,0.128186343,Comparable
WEST COVINA MEDICAL CENTER,20184,2018,Private,0.316412672,Comparable
WEST HILLS HOSPITAL AND MEDICAL CENTER,20184,2018,Private,0.067542299,Comparable
WHITTIER HOSPITAL MEDICAL CENTER,20184,2018,Private,0.167202582,Comparable
WOODLAND MEMORIAL HOSPITAL,20184,2018,Private,0.027217115,Comparable
