FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin
FAIRCHILD MEDICAL CENTER,20164,,Private,0.02121639
FAIRVIEW DEVELOPMENTAL CENTER,20164,,Public,0.000239225
FEATHER RIVER HOSPITAL,20164,,Private,0.03075355
FOOTHILL PRESBYTERIAN HOSPITAL,20164,,Private,0.076086165
FOOTHILL REGIONAL MEDICAL CENTER,20164,,Private,-0.229980106
FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER - EUCLID,20164,,Private,0.120906255
FRANK R. HOWARD MEMORIAL HOSPITAL,20164,,Private,-0.009280287
FREMONT HOSPITAL,20164,,Private,0.392181524
FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,20164,,Private,0.063036532
FRESNO SURGICAL HOSPITAL,20164,,Private,0.069665025
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,20164,,Private,0.135189274
GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,20164,,Private,-0.540663752
GARFIELD MEDICAL CENTER,20164,,Private,0.069440626
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20164,,Private,0.00746357
GEORGE L. MEE MEMORIAL HOSPITAL,20164,,Private,0.039879085
GLENDALE ADVENTIST MEDICAL CENTER,20164,,Private,-0.016780951
GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,20164,,Private,-0.1796976
GLENDORA COMMUNITY HOSPITAL,20164,,Private,-0.291032575
GLENN MEDICAL CENTER,20164,,Private,-0.166586777
GOLETA VALLEY COTTAGE HOSPITAL,20164,,Private,0.019511707
GOOD SAMARITAN HOSPITAL - BAKERSFIELD,20164,,Private,-0.001365962
GOOD SAMARITAN HOSPITAL - LA,20164,,Private,0.034562168
GOOD SAMARITAN HOSPITAL - SAN JOSE,20164,,Private,0.226853099
GREATER EL MONTE COMMUNITY HOSPITAL,20164,,Private,0.082692654
HAZEL HAWKINS MEMORIAL HOSPITAL,20164,,Public,-0.004026174
HEALDSBURG DISTRICT HOSPITAL,20164,,Public,0.048233903
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,20164,,Private,0.120893652
HEALTHSOUTH BAKERSFIELD REHAB HOSPITAL,20164,,Private,0.262074483
HEALTHSOUTH MODESTO REHAB HOSPITAL,20164,,Private,-5.90520097
HEALTHSOUTH TUSTIN REHAB HOSPITAL,20164,,Private,0.143126772
HEMET VALLEY MEDICAL CENTER,20164,,Public,0.120601423
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,20164,,Private,0.086728073
HERITAGE OAKS HOSPITAL,20164,,Private,0.39686281
HI-DESERT MEDICAL CENTER,20164,,Private,-0.067791913
HIGHLAND HOSPITAL,20164,,Public,0.039630304
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20164,,Private,0.199368698
HOAG ORTHOPEDIC INSTITUTE,20164,,Private,0.307830565
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20164,,Private,0.147882581
HUNTINGTON BEACH HOSPITAL,20164,,Private,-0.025017299
HUNTINGTON MEMORIAL HOSPITAL,20164,,Private,0.007062363
JEROLD PHELPS COMMUNITY HOSPITAL,20164,,Public,1
JEWISH HOME,20164,,Private,0.209958583
JOHN C. FREMONT HEALTHCARE DISTRICT,20164,,Public,0.080159047
JOHN F. KENNEDY MEMORIAL HOSPITAL,20164,,Private,-0.086503283
JOHN MUIR BEHAVIORAL HEALTH CENTER,20164,,Private,-0.223671454
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,20164,,Private,0.005200056
JOHN MUIR MEDICAL CENTER - WALNUT CREEK,20164,,Private,0.1134391
JOYCE EISENBERG KEEFER MEDICAL CENTER,20164,,Private,0.268049682
KAISER FOUNDATION HOSPITAL - ANTIOCH,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - DOWNEY,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - FONTANA,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - FREMONT,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - FRESNO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - LOS ANGELES,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - MANTECA,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - MORENO VALLEY,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - REHAB CENTER - VALLEJO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - RIVERSIDE,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - ROSEVILLE,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SACRAMENTO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SAN DIEGO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SAN JOSE,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SAN RAFAEL,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SANTA CLARA,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SANTA ROSA,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SOUTH BAY,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - VACAVILLE,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,20164,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,20164,,Private,#DIV/0!
KAISER FOUNDATION NORTHERN REGION,20164,,Private,0.117104427
KAISER FOUNDATION SOUTHERN REGION,20164,,Private,0.08924626
KAISER PERMANENTE - SANTA CLARA - PHF,20164,,Private,#DIV/0!
KAWEAH DELTA MEDICAL CENTER,20164,,Public,0.030936036
KECK HOSPITAL OF USC,20164,,Private,0.124392328
KEDREN COMMUNITY MENTAL HEALTH CENTER,20164,,Private,-0.021399628
KENTFIELD REHAB HOSPITAL,20164,,Private,0.221310487
KERN MEDICAL CENTER,20164,,Public,-0.083697832
KERN VALLEY HOSPITAL DISTRICT,20164,,Public,0.017792008
KINDRED HOSPITAL - BALDWIN PARK,20164,,Private,0.257393279
KINDRED HOSPITAL - BREA,20164,,Private,0.157288011
KINDRED HOSPITAL - LA MIRADA,20164,,Private,0.250208654
KINDRED HOSPITAL - LOS ANGELES,20164,,Private,0.259764637
KINDRED HOSPITAL - ONTARIO,20164,,Private,0.34478722
KINDRED HOSPITAL - RANCHO,20164,,Private,0.243234986
KINDRED HOSPITAL - RIVERSIDE,20164,,Private,0.049178871
KINDRED HOSPITAL - SAN DIEGO,20164,,Private,0.099414001
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,20164,,Private,0.247065544
KINDRED HOSPITAL - SOUTH BAY,20164,,Private,0.045190216
KINDRED HOSPITAL - WESTMINSTER,20164,,Private,0.03681035
LA CASA - PHF,20164,,Private,-0.034076663
LA PALMA INTERCOMMUNITY HOSPITAL,20164,,Private,0.001536124
LAC/HARBOR - UCLA MEDICAL CENTER,20164,,Public,0.333015709
LAC/OLIVE VIEW - UCLA MEDICAL CENTER,20164,,Public,-0.045561367
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,20164,,Public,0.195001764
LAC/USC MEDICAL CENTER,20164,,Public,0.176069062
LAGUNA HONDA HOSPITAL AND REHAB CENTER,20164,,Public,0.057036226
LAGUNA TREATMENT HOSPITAL,20164,,Private,-0.270910173
LAKEWOOD REGIONAL MEDICAL CENTER,20164,,Private,0.038751395
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20164,,Private,-0.09926414
LODI MEMORIAL HOSPITAL,20164,,Private,-0.074959593
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,20164,,Private,-0.017497707
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,20164,,Private,-0.050635945
LOMA LINDA UNIVERSITY MEDICAL CENTER,20164,,Private,0.105109785
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,20164,,Private,-0.148402656
LOMPOC VALLEY MEDICAL CENTER,20164,,Public,0.067118101
LONG BEACH MEMORIAL MEDICAL CENTER,20164,,Private,0.097607651
LOS ALAMITOS MEDICAL CENTER,20164,,Private,0.073980367
LOS ANGELES COMMUNITY HOSPITAL,20164,,Private,0.204376297
LOS ROBLES HOSPITAL AND MEDICAL CENTER,20164,,Private,0.344489512
LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,20164,,Private,-0.031365177
MAD RIVER COMMUNITY HOSPITAL,20164,,Private,0.022092746
MADERA COMMUNITY HOSPITAL,20164,,Private,0.013467099
MAMMOTH HOSPITAL,20164,,Public,0.130983701
MARIAN MEDICAL CENTER,20164,,Private,0.113897987
MARIE GREEN PSYCHIATRIC CENTER - PHF,20164,,Public,0
MARIN GENERAL HOSPITAL,20164,,Private,0.076958059
MARINA DEL REY HOSPITAL,20164,,Private,-0.136360777
MARK TWAIN MEDICAL CENTER,20164,,Private,-0.07802867
MARSHALL MEDICAL CENTER,20164,,Private,-0.039259481
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",20164,,Private,0.139979794
MAYERS MEMORIAL HOSPITAL,20164,,Public,0.104488244
MEMORIAL HOSPITAL - GARDENA,20164,,Private,0.026546477
MEMORIAL HOSPITAL - LOS BANOS,20164,,Private,0.224163036
MEMORIAL HOSPITAL - MODESTO,20164,,Private,0.098467114
MENDOCINO COAST DISTRICT HOSPITAL,20164,,Public,0.028020754
MENIFEE VALLEY MEDICAL CENTER,20164,,Public,-0.029046043
MENLO PARK SURGICAL HOSPITAL,20164,,Private,0.331429394
MERCY GENERAL HOSPITAL,20164,,Private,0.077837533
MERCY HOSPITAL - BAKERSFIELD,20164,,Private,-0.243963525
MERCY HOSPITAL - FOLSOM,20164,,Private,0.26013033
MERCY MEDICAL CENTER - MERCED,20164,,Private,0.076308649
MERCY MEDICAL CENTER - MT. SHASTA,20164,,Private,-0.001645396
MERCY MEDICAL CENTER - REDDING,20164,,Private,0.179345408
MERCY SAN JUAN HOSPITAL,20164,,Private,0.040855387
MERRITT PERALTA INSTITUTE CDRH,20164,,Private,0.685452068
METHODIST HOSPITAL - SACRAMENTO,20164,,Private,-0.003526776
METHODIST HOSPITAL - SOUTHERN CALIFORNIA,20164,,Private,0.038514314
METROPOLITAN STATE HOSPITAL,20164,,Public,-0.033651375
MILLS-PENINSULA MEDICAL CENTER,20164,,Private,0.120920374
MIRACLE MILE MEDICAL CENTER,20164,,Private,-0.051695316
MISSION COMMUNITY HOSPITAL - PANORAMA,20164,,Private,0.005103723
MISSION HOSPITAL REGIONAL MEDICAL CENTER,20164,,Private,-0.002296775
MODOC MEDICAL CENTER,20164,,Public,0.032613102
MONROVIA MEMORIAL HOSPITAL,20164,,Private,0.36035043
MONTCLAIR HOSPITAL MEDICAL CENTER,20164,,Private,0.147265986
MONTEREY PARK HOSPITAL,20164,,Private,0.123971165
MOTION PICTURE AND TELEVISION HOSPITAL,20164,,Private,-0.242091475
MOUNTAINS COMMUNITY HOSPITAL,20164,,Public,0.203253728
NAPA STATE HOSPITAL,20164,,Public,-0.051970954
NATIVIDAD MEDICAL CENTER,20164,,Public,0.129594856
NEWPORT BAY HOSPITAL,20164,,Private,-0.021004071
NORTH VALLEY BEHAVIORAL HEALTH - PHF,20164,,Private,0.03316464
NORTHBAY MEDICAL CENTER,20164,,Private,0.090119214
NORTHERN CALIFORNIA REHAB HOSPITAL,20164,,Private,0.288997767
NORTHERN INYO HOSPITAL,20164,,Public,0.011239536
NORTHRIDGE HOSPITAL MEDICAL CENTER,20164,,Private,0.025976411
NOVATO COMMUNITY HOSPITAL,20164,,Private,-0.070971057
OAK VALLEY DISTRICT HOSPITAL,20164,,Public,0.033733413
O'CONNOR HOSPITAL,20164,,Private,-0.259290982
OJAI VALLEY COMMUNITY HOSPITAL,20164,,Private,-0.128956043
OLYMPIA MEDICAL CENTER,20164,,Private,0.117142034
ORANGE COAST MEMORIAL MEDICAL CENTER,20164,,Private,0.068069126
"ORANGE COUNTY GLOBAL MEDICAL CENTER, INC.",20164,,Private,0.2456474
ORCHARD HOSPITAL,20164,,Private,-3.92958E-05
OROVILLE HOSPITAL,20164,,Private,0.037737537
PACIFIC ALLIANCE MEDICAL CENTER,20164,,Private,0.004939624
PACIFIC GROVE HOSPITAL,20164,,Private,0.232018074
PACIFICA HOSPITAL OF THE VALLEY,20164,,Private,0.200781589
PALMDALE REGIONAL MEDICAL CENTER,20164,,Private,0.195180221
PALO VERDE HOSPITAL,20164,,Public,-0.283149089
PALOMAR HEALTH DOWNTOWN CAMPUS,20164,,Public,0.201215274
PARADISE VALLEY HOSPITAL,20164,,Private,-0.054937295
PARKVIEW COMMUNITY HOSPITAL,20164,,Private,-0.000732916
PATIENT'S HOSPITAL OF REDDING,20164,,Private,0.141578743
PATTON STATE HOSPITAL,20164,,Public,-0.00014432
PETALUMA VALLEY HOSPITAL,20164,,Private,-0.006734624
PIONEERS MEMORIAL HEALTHCARE DISTRICT,20164,,Public,0.04296942
PLACENTIA LINDA HOSPITAL,20164,,Private,0.142811656
PLUMAS DISTRICT HOSPITAL,20164,,Public,-0.005153804
POMERADO HOSPITAL,20164,,Public,0.325681753
POMONA VALLEY HOSPITAL MEDICAL CENTER,20164,,Private,-0.045345804
PORTERVILLE STATE HOSPITAL,20164,,Public,-0.00050932
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,20164,,Private,0.112126971
PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,20164,,Public,-0.136182759
PROMISE HOSPITAL OF EAST LOS ANGELES,20164,,Private,-0.020193442
PROMISE HOSPITAL OF SAN DIEGO,20164,,Private,-0.044243096
PROVIDENCE HOLY CROSS MEDICAL CENTER,20164,,Private,0.002736967
PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER - SAN PEDRO,20164,,Private,-0.127716956
PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER - TORRANCE,20164,,Private,-0.15744037
PROVIDENCE ST. JOHN'S HEALTH CENTER,20164,,Private,-0.21721689
PROVIDENCE ST. JOSEPH MEDICAL CENTER,20164,,Private,-0.182602038
PROVIDENCE TARZANA MEDICAL CENTER,20164,,Private,-0.214281904
QUEEN OF THE VALLEY HOSPITAL,20164,,Private,0.037743302
RADY CHILDREN'S HOSPITAL - SAN DIEGO,20164,,Private,0.163357212
REDLANDS COMMUNITY HOSPITAL,20164,,Private,0.051850912
REDWOOD MEMORIAL HOSPITAL,20164,,Private,0.284187434
REGIONAL MEDICAL CENTER OF SAN JOSE,20164,,Private,0.063649926
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,20164,,Private,-0.095232206
RESTPADD - PHF,20164,,Private,0.057460938
RIDEOUT MEMORIAL HOSPITAL,20164,,Private,-0.050145856
RIDGECREST REGIONAL HOSPITAL,20164,,Private,0.098564616
RIVERSIDE COMMUNITY HOSPITAL,20164,,Private,0.233438302
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,20164,,Public,0.073175041
RONALD REAGAN UCLA MEDICAL CENTER,20164,,Private,0.027919384
SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,20164,,Public,-1.4177447
SADDLEBACK MEMORIAL MEDICAL CENTER,20164,,Private,0.131951982
SALINAS VALLEY MEMORIAL HOSPITAL,20164,,Public,0.103783023
SAN ANTONIO COMMUNITY HOSPITAL,20164,,Private,0.082644068
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20164,,Public,-0.000187791
SAN DIMAS COMMUNITY HOSPITAL,20164,,Private,0.052028529
SAN GABRIEL VALLEY MEDICAL CENTER,20164,,Private,-0.037174405
SAN GORGONIO MEMORIAL HOSPITAL,20164,,Public,-0.284972934
SAN JOAQUIN - PHF,20164,,Public,0
SAN JOAQUIN COMMUNITY HOSPITAL,20164,,Private,0.037076868
SAN JOAQUIN GENERAL HOSPITAL,20164,,Public,0.151559873
SAN JOAQUIN VALLEY REHAB HOSPITAL,20164,,Private,0.401104515
SAN JOSE BEHAVIORAL HEALTH,20164,,Private,1
SAN LEANDRO HOSPITAL,20164,,Public,-0.082630236
SAN LUIS OBISPO COUNTY - PHF,20164,,Public,-0.540628081
SAN MATEO MEDICAL CENTER,20164,,Public,0.030165405
SAN RAMON REGIONAL MEDICAL CENTER,20164,,Private,0.110687376
SANTA BARBARA - PHF,20164,,Public,-2.157634148
SANTA BARBARA COTTAGE HOSPITAL,20164,,Private,0.023382451
SANTA CLARA VALLEY MEDICAL CENTER,20164,,Public,-0.279241289
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC,20164,,Private,-0.010399863
SANTA ROSA MEMORIAL HOSPITAL,20164,,Private,0.092118675
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20164,,Private,0.215995423
SCRIPPS GREEN HOSPITAL,20164,,Private,0.182009347
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20164,,Private,0.094672412
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20164,,Private,0.180481505
SCRIPPS MERCY HOSPITAL,20164,,Private,0.071113952
SEMPERVIRENS - PHF,20164,,Public,0.141994605
SENECA HEALTHCARE DISTRICT,20164,,Public,0.146038163
SEQUOIA HOSPITAL,20164,,Private,-0.005207251
SETON MEDICAL CENTER,20164,,Private,-0.204503743
SHARP CHULA VISTA MEDICAL CENTER,20164,,Private,0.082097043
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,20164,,Private,0.075043933
SHARP GROSSMONT HOSPITAL,20164,,Private,0.076966389
SHARP MCDONALD CENTER,20164,,Private,0.358125811
SHARP MEMORIAL HOSPITAL,20164,,Private,0.22220209
SHARP MESA VISTA HOSPITAL,20164,,Private,0.034225364
SHASTA REGIONAL MEDICAL CENTER,20164,,Private,0.066324361
SHERMAN OAKS HOSPITAL,20164,,Private,0.098116173
SHRINERS HOSPITAL FOR CHILDREN - LOS ANGELES,20164,,Private,#DIV/0!
SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,20164,,Private,-1.573463925
SIERRA NEVADA MEMORIAL HOSPITAL,20164,,Private,0.012082336
SIERRA VIEW MEDICAL CENTER,20164,,Public,0.014438847
SIERRA VISTA HOSPITAL,20164,,Private,0.323537088
SIERRA VISTA REGIONAL MEDICAL CENTER,20164,,Private,0.053678651
SILVER LAKE MEDICAL CENTER,20164,,Private,0.212443429
SIMI VALLEY HOSPITAL AND HEALTH SERVICES - SYCAMORE,20164,,Private,0.054262421
SONOMA DEVELOPMENTAL CENTER,20164,,Public,0.000604906
SONOMA VALLEY HOSPITAL,20164,,Public,-0.005612179
SONOMA WEST MEDICAL CENTER,20164,,Public,-0.132869409
SONORA REGIONAL MEDICAL CENTER - GREENLEY,20164,,Private,0.094480585
"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",20164,,Private,0.019742872
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,20164,,Private,0.047512465
SOUTHERN INYO HOSPITAL,20164,,Public,0.191762584
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,20164,,Private,0.063143642
ST. AGNES MEDICAL CENTER,20164,,Private,0.015513896
ST. BERNARDINE MEDICAL CENTER,20164,,Private,-0.130082603
ST. ELIZABETH COMMUNITY HOSPITAL,20164,,Private,0.026930422
ST. FRANCIS MEDICAL CENTER,20164,,Private,0.146001833
ST. FRANCIS MEMORIAL HOSPITAL,20164,,Private,-0.118861126
ST. HELENA HOSPITAL,20164,,Private,-0.01461286
ST. HELENA HOSPITAL - CLEARLAKE,20164,,Private,0.139162689
ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,20164,,Private,0.00068131
ST. JOHN'S PLEASANT VALLEY HOSPITAL,20164,,Private,0.018542534
ST. JOHN'S REGIONAL MEDICAL CENTER,20164,,Private,-0.106995395
ST. JOSEPH HOSPITAL - EUREKA,20164,,Private,0.13103816
ST. JOSEPH HOSPITAL - ORANGE,20164,,Private,-0.028765933
ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,20164,,Private,-0.090913519
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,20164,,Private,0.06895424
ST. JUDE MEDICAL CENTER,20164,,Private,0.003322973
ST. LOUISE REGIONAL HOSPITAL,20164,,Private,-0.130401293
ST. MARY MEDICAL CENTER - APPLE VALLEY,20164,,Private,0.175209488
ST. MARY MEDICAL CENTER - LONG BEACH,20164,,Private,-0.02178116
ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,20164,,Private,-0.11840607
ST. ROSE HOSPITAL,20164,,Private,-0.004498655
ST. VINCENT MEDICAL CENTER,20164,,Private,-0.175495221
STANFORD UNIVERSITY HOSPITAL,20164,,Private,0.035517286
STANISLAUS SURGICAL HOSPITAL,20164,,Private,0.033169594
STAR VIEW ADOLESCENT - PHF,20164,,Private,0.549131071
SURPRISE VALLEY COMMUNITY HOSPITAL,20164,,Public,-0.003157497
SUTTER - YUBA - PHF,20164,,Public,-0.002415671
SUTTER AMADOR HOSPITAL,20164,,Private,0.102836887
SUTTER AUBURN FAITH HOSPITAL,20164,,Private,0.010788758
SUTTER CENTER FOR PSYCHIATRY,20164,,Private,-0.037171301
SUTTER COAST HOSPITAL,20164,,Private,-0.019403359
SUTTER DAVIS HOSPITAL,20164,,Private,0.215799371
SUTTER DELTA MEDICAL CENTER,20164,,Private,-0.004091088
SUTTER LAKESIDE HOSPITAL,20164,,Private,-0.041021501
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,20164,,Private,0.113884162
SUTTER ROSEVILLE MEDICAL CENTER,20164,,Private,0.191008427
SUTTER SACRAMENTO MEDICAL CENTER,20164,,Private,0.279435641
SUTTER SANTA ROSA REGIONAL HOSPITAL,20164,,Private,0.061439583
SUTTER SOLANO MEDICAL CENTER,20164,,Private,-0.029129708
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,20164,,Private,-0.02253259
SUTTER TRACY COMMUNITY HOSPITAL,20164,,Private,0.11952815
TAHOE FOREST HOSPITAL,20164,,Public,0.1198008
TARZANA TREATMENT CENTER,20164,,Private,0.355153858
TELECARE HERITAGE - PHF,20164,,Private,0.061339639
TELECARE PLACER COUNTY - PHF,20164,,Private,0.017227232
TELECARE RIVERSIDE COUNTY - PHF,20164,,Private,0.026263661
TELECARE SANTA CRUZ - PHF,20164,,Private,0.021620351
TELECARE STANISLAUS COUNTY - PHF,20164,,Private,-6.03812E-05
TELECARE WILLOW ROCK CENTER - PHF,20164,,Private,0.06402411
TEMECULA VALLEY HOSPITAL,20164,,Private,-0.01519795
THE BETTY FORD CENTER,20164,,Private,0.230603329
THE CHAMPION CENTER,20164,,Public,-1.725242674
THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,20164,,Private,-2.478288213
TOM REDGATE MEMORIAL RECOVERY CENTER,20164,,Private,-0.049234651
TORRANCE MEMORIAL MEDICAL CENTER,20164,,Private,0.02399033
TOTALLY KIDS REHAB HOSPITAL,20164,,Private,0.037837515
TRI-CITY MEDICAL CENTER,20164,,Public,-0.009520508
TRINITY HOSPITAL,20164,,Public,0.168506862
TULARE REGIONAL MEDICAL CENTER,20164,,Public,0.176969557
TWIN CITIES COMMUNITY HOSPITAL,20164,,Private,0.066388933
UCSF MEDICAL CENTER,20164,,Private,-0.008196113
UKIAH VALLEY MEDICAL CENTER,20164,,Private,0.119566285
UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,20164,,Private,0.080798011
UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,20164,,Private,0.000848181
UNIVERSITY OF CALIFORNIA - SAN DIEGO MEDICAL CENTER,20164,,Private,0.054240789
USC KENNETH NORRIS JR. CANCER HOSPITAL,20164,,Private,0.201178478
USC VERDUGO HILLS HOSPITAL,20164,,Private,-0.170624181
VALLEY CHILDREN'S HOSPITAL,20164,,Private,0.206041405
VALLEY PRESBYTERIAN HOSPITAL,20164,,Private,0.107528721
VALLEYCARE MEDICAL CENTER,20164,,Private,0.013671576
VENTURA COUNTY MEDICAL CENTER,20164,,Public,0.115339226
VIBRA HOSPITAL OF SACRAMENTO,20164,,Private,0.278025901
VIBRA HOSPITAL OF SAN DIEGO,20164,,Private,0.171424628
VICTOR VALLEY GLOBAL MEDICAL CENTER,20164,,Private,0.148489672
WASHINGTON HOSPITAL - FREMONT,20164,,Public,0.080982008
WATSONVILLE COMMUNITY HOSPITAL,20164,,Private,0.118928336
WEST ANAHEIM MEDICAL CENTER,20164,,Private,0.049515453
WEST COVINA MEDICAL CENTER,20164,,Private,0.390222254
WEST HILLS HOSPITAL AND MEDICAL CENTER,20164,,Private,0.081471453
WHITE MEMORIAL MEDICAL CENTER,20164,,Private,0.10998264
WHITTIER HOSPITAL MEDICAL CENTER,20164,,Private,0.134205918
WOODLAND MEMORIAL HOSPITAL,20164,,Private,-0.017767658
ADVENTIST HEALTH BAKERSFIELD,20174,,Private,0.066951361
ADVENTIST HEALTH CLEARLAKE,20174,,Private,0.157373234
ADVENTIST HEALTH FEATHER RIVER,20174,,Private,0.054103882
ADVENTIST HEALTH GLENDALE,20174,,Private,0.075905906
ADVENTIST HEALTH HANFORD,20174,,Private,0.211176281
ADVENTIST HEALTH HOWARD MEMORIAL,20174,,Private,0.039262188
ADVENTIST HEALTH LODI MEMORIAL,20174,,Private,-0.021355139
ADVENTIST HEALTH REEDLEY,20174,,Public,0.173903986
ADVENTIST HEALTH SIMI VALLEY,20174,,Private,-0.037095643
ADVENTIST HEALTH SONORA - GREENLEY,20174,,Private,0.083765908
ADVENTIST HEALTH ST. HELENA,20174,,Private,0.033704086
ADVENTIST HEALTH TEHACHAPI VALLEY,20174,,Public,-0.045513172
ADVENTIST HEALTH UKIAH VALLEY,20174,,Private,0.124407688
ADVENTIST HEALTH VALLEJO,20174,,Private,0.314053419
ADVENTIST HEALTH WHITE MEMORIAL,20174,,Private,0.205672956
AHMC ANAHEIM REGIONAL MEDICAL CENTER,20174,,Private,0.149788036
ALAMEDA HOSPITAL,20174,,Private,-0.260082755
ALHAMBRA HOSPITAL MEDICAL CENTER,20174,,Private,-0.022410511
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20174,,Private,-0.031635523
ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20174,,Private,0.006645116
ALVARADO HOSPITAL,20174,,Private,-0.078830288
ALVARADO PARKWAY INSTITUTE BHS,20174,,Private,0.067232746
AMERICAN RECOVERY CENTER,20174,,Private,0.164279854
ANAHEIM GLOBAL MEDICAL CENTER,20174,,Private,0.03278853
ANTELOPE VALLEY HOSPITAL,20174,,Public,0.049852334
ARROWHEAD REGIONAL MEDICAL CENTER,20174,,Public,0.101120419
